age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out
32,F,African-American,25 - 45,Low,Male,8,-1,4,0,0,2/3/2013 6:34,2/7/2013 11:43
31,F,Other,25 - 45,Medium,Male,5,-1,6,1,0,3/10/2013 8:28,3/13/2013 12:29
33,M,African-American,25 - 45,Low,Female,1,-1,1,0,0,4/30/2013 12:54,5/2/2013 12:26
25,F,Caucasian,25 - 45,Low,Male,4,-1,4,0,0,1/9/2013 2:20,7/11/2013 6:30
33,M,African-American,25 - 45,Low,Female,0,-1,1,0,0,3/19/2014 8:34,3/20/2014 10:14
21,F,Hispanic,Less than 25,Medium,Male,1,-1,5,0,0,12/12/2013 10:48,12/13/2013 8:38
35,F,Caucasian,25 - 45,Low,Male,1,-1,1,1,1,4/30/2014 5:11,6/18/2014 9:18
56,F,African-American,Greater than 45,Low,Male,1,-22,1,0,0,10/15/2013 9:44,10/18/2013 7:16
38,M,Caucasian,25 - 45,Low,Male,0,-1,3,1,1,1/27/2013 9:20,1/30/2013 5:11
40,M,African-American,25 - 45,Low,Female,4,-1,1,0,0,3/8/2013 6:47,3/9/2013 12:05
28,F,African-American,25 - 45,Low,Male,4,-1,4,0,0,8/8/2013 7:17,8/9/2013 8:35
51,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1/17/2013 6:26,1/18/2013 8:47
35,M,African-American,25 - 45,Low,Male,2,-1,2,0,0,9/15/2013 5:04,9/17/2013 4:20
61,F,African-American,Greater than 45,Low,Male,5,-13,2,0,0,1/11/2013 4:45,1/23/2013 8:42
25,F,African-American,25 - 45,Low,Male,0,0,3,0,0,3/5/2014 5:26,3/6/2014 8:20
25,F,African-American,25 - 45,Medium,Male,4,-1,7,1,1,7/13/2014 9:35,7/14/2014 8:01
26,M,African-American,25 - 45,Medium,Male,0,0,5,1,0,2/17/2013 1:06,2/17/2013 11:01
42,M,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,2/1/2014 11:16,2/4/2014 5:23
25,F,African-American,25 - 45,Low,Female,1,-10,4,0,0,3/22/2013 9:50,3/23/2013 7:50
26,M,African-American,25 - 45,High,Male,13,-1,10,1,1,5/8/2014 12:35,5/8/2014 9:01
31,F,African-American,25 - 45,Medium,Male,9,-1,7,0,0,2/28/2013 10:35,3/1/2013 8:06
35,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,5/28/2013 3:54,5/29/2013 4:20
34,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1/28/2013 1:41,5/24/2013 7:34
33,M,Caucasian,25 - 45,Low,Female,1,-1,2,0,0,8/11/2013 9:15,8/12/2013 2:12
30,F,African-American,25 - 45,Low,Male,3,-1,2,1,0,2/17/2014 8:23,2/18/2014 1:12
50,M,African-American,Greater than 45,Low,Female,7,-1,4,0,0,12/11/2013 7:36,12/12/2013 9:27
21,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,5/1/2013 7:42,6/20/2013 11:32
31,F,Hispanic,25 - 45,High,Male,16,0,10,1,1,1/14/2013 12:17,5/12/2014 2:24
31,F,African-American,25 - 45,Medium,Male,2,-1,7,1,1,9/5/2014 3:07,9/8/2014 5:09
23,M,African-American,Less than 25,Low,Female,0,-1,4,0,0,4/13/2013 12:17,4/14/2013 7:40
25,F,African-American,25 - 45,Medium,Male,1,0,6,0,0,1/27/2013 6:04,1/29/2013 4:29
24,F,Caucasian,Less than 25,Medium,Female,1,-1,5,0,0,8/19/2013 4:57,8/20/2013 6:13
31,M,African-American,25 - 45,High,Male,13,-1,10,1,1,3/12/2013 9:19,3/13/2013 1:42
60,F,African-American,Greater than 45,Low,Male,0,-1,1,1,0,8/17/2013 4:50,8/19/2013 7:18
30,F,African-American,25 - 45,Low,Male,2,-1,2,0,0,1/15/2013 9:30,1/16/2013 1:24
32,M,Other,25 - 45,Low,Female,0,-1,1,0,0,4/29/2013 6:48,4/30/2013 2:02
46,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,3/28/2014 3:06,3/28/2014 1:21
21,M,Caucasian,Less than 25,Low,Male,0,-1,4,1,1,6/13/2014 3:47,6/14/2014 1:59
35,F,African-American,25 - 45,High,Male,0,-1,8,1,0,5/21/2013 4:36,5/22/2013 7:44
34,F,Hispanic,25 - 45,Low,Male,2,-1,3,1,1,12/22/2014 5:50,1/1/2015 4:05
41,F,Asian,25 - 45,High,Male,2,-1,8,1,1,1/22/2014 7:06,7/3/2014 6:02
23,F,African-American,Less than 25,High,Male,1,-1,10,1,1,1/17/2013 10:19,2/2/2013 8:32
23,F,African-American,Less than 25,Medium,Male,3,-1,6,1,1,11/2/2014 5:56,11/4/2014 3:26
28,M,African-American,25 - 45,Low,Male,2,0,4,1,0,4/27/2013 10:40,4/30/2013 7:29
21,F,Hispanic,Less than 25,Low,Male,0,0,4,1,1,10/27/2013 2:38,10/27/2013 8:27
46,M,Caucasian,Greater than 45,Low,Male,2,-1,4,1,0,5/18/2013 4:22,5/21/2013 7:08
56,F,African-American,Greater than 45,Low,Male,1,-1,2,0,0,10/29/2013 8:23,10/30/2013 6:28
40,F,Hispanic,25 - 45,Medium,Male,8,-1,5,1,1,1/9/2014 2:59,1/9/2014 8:53
30,F,Hispanic,25 - 45,Low,Male,5,-1,3,1,1,11/20/2014 3:28,11/22/2014 8:20
24,M,African-American,Less than 25,Low,Male,1,-1,4,1,1,1/30/2014 11:29,1/31/2014 8:13
33,M,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,2/16/2014 11:09,2/17/2014 1:44
48,M,Caucasian,Greater than 45,High,Male,2,-1,8,1,0,2/23/2013 2:23,2/27/2013 8:21
33,F,African-American,25 - 45,Medium,Male,11,-1,6,1,1,8/13/2013 9:01,9/27/2013 3:40
25,F,Hispanic,25 - 45,Medium,Male,0,-1,7,0,0,12/6/2013 5:45,12/7/2013 1:44
30,F,African-American,25 - 45,Medium,Male,7,-1,5,1,1,12/13/2014 8:41,12/14/2014 2:15
37,F,Hispanic,25 - 45,Low,Male,0,-1,3,1,1,8/2/2014 8:54,8/5/2014 4:53
43,F,Caucasian,25 - 45,High,Female,7,-21,8,0,0,11/20/2013 9:22,11/29/2013 1:21
32,F,Caucasian,25 - 45,Low,Male,0,0,3,0,0,4/22/2013 2:12,4/23/2013 3:37
33,F,Other,25 - 45,Medium,Male,3,-1,7,0,0,9/13/2013 9:19,9/14/2013 7:26
39,F,Other,25 - 45,Low,Male,4,-30,2,1,1,8/31/2014 1:21,8/31/2014 1:51
49,F,Caucasian,Greater than 45,Low,Male,4,-11,1,0,0,9/23/2013 10:48,9/29/2013 2:37
24,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,1/14/2013 12:16,2/2/2013 2:34
26,F,African-American,25 - 45,High,Male,1,0,9,0,0,3/20/2013 12:31,3/20/2013 8:23
42,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,12/22/2013 11:07,12/24/2013 6:33
22,F,African-American,Less than 25,Medium,Male,1,-1,6,1,1,4/5/2013 2:06,4/11/2013 8:20
36,F,Hispanic,25 - 45,Low,Male,0,0,1,0,0,1/29/2013 4:06,1/29/2013 8:19
29,M,Caucasian,25 - 45,Medium,Male,7,-1,7,1,1,4/10/2014 11:56,5/8/2014 5:09
39,M,Caucasian,25 - 45,Low,Male,0,0,3,0,0,9/9/2013 2:46,9/27/2013 3:40
27,F,African-American,25 - 45,Medium,Male,13,0,6,1,1,6/4/2014 1:09,6/18/2014 4:53
38,F,Caucasian,25 - 45,Medium,Male,2,-1,5,1,1,10/12/2013 9:25,10/20/2013 2:55
20,F,Caucasian,Less than 25,Low,Male,0,-1,2,1,1,11/9/2014 9:10,11/13/2014 3:36
25,F,African-American,25 - 45,High,Male,4,-1,10,1,1,8/3/2013 2:09,10/28/2013 10:42
53,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,12/1/2013 5:45,12/2/2013 1:31
27,M,African-American,25 - 45,High,Female,0,-1,8,1,1,5/15/2014 10:48,5/22/2014 6:23
21,F,Other,Less than 25,Medium,Male,0,-1,5,1,1,2/21/2014 4:58,2/27/2014 12:46
50,M,Caucasian,Greater than 45,Low,Male,1,-1,1,1,1,3/19/2014 1:45,3/24/2014 7:17
41,F,African-American,25 - 45,Medium,Male,4,-1,5,0,0,10/18/2013 9:30,10/19/2013 8:19
22,F,Caucasian,Less than 25,High,Male,5,-2,8,1,1,11/7/2014 8:17,11/12/2014 4:12
22,F,Caucasian,Less than 25,Medium,Male,0,-1,7,1,1,1/31/2013 10:40,2/3/2013 9:00
25,F,African-American,25 - 45,Medium,Male,2,-1,5,0,0,1/2/2013 11:31,1/29/2013 9:34
42,F,African-American,25 - 45,Low,Male,1,-1,4,1,1,2/14/2014 1:19,2/15/2014 8:36
51,F,Other,Greater than 45,Low,Male,2,-1,1,0,0,2/19/2013 3:55,2/20/2013 7:10
24,F,African-American,Less than 25,Low,Male,0,0,3,0,0,1/12/2013 12:29,1/12/2013 1:19
37,F,African-American,25 - 45,Low,Male,4,0,4,0,0,8/27/2013 2:58,11/28/2013 2:15
37,M,Caucasian,25 - 45,Low,Male,0,-3,1,0,0,4/26/2013 4:52,4/26/2013 7:29
27,M,Other,25 - 45,Low,Female,0,-1,2,0,0,1/21/2013 11:20,1/22/2013 9:49
21,F,Other,Less than 25,Medium,Male,0,-1,6,0,0,1/30/2013 7:10,2/4/2013 10:22
35,F,African-American,25 - 45,Low,Male,1,0,1,1,1,1/21/2013 3:33,1/22/2013 6:23
24,F,Caucasian,Less than 25,High,Female,0,-1,8,0,0,10/8/2013 12:11,11/14/2013 6:47
49,M,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,1/21/2013 1:43,1/22/2013 9:04
38,F,African-American,25 - 45,Medium,Male,9,-5,6,0,0,8/29/2013 4:44,9/1/2013 2:25
61,M,Other,Greater than 45,Low,Male,0,-1,1,0,0,7/9/2013 8:23,7/10/2013 1:55
30,M,African-American,25 - 45,Low,Female,0,0,2,0,0,1/12/2014 1:20,1/12/2014 7:13
22,F,African-American,Less than 25,Medium,Male,3,-1,6,1,0,4/25/2013 3:56,8/31/2013 5:22
25,F,African-American,25 - 45,Medium,Male,0,-1,7,1,1,11/21/2014 8:15,11/23/2014 4:38
30,M,Hispanic,25 - 45,Low,Female,3,-1,3,1,1,9/30/2014 1:56,10/1/2014 2:05
52,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,11/15/2013 11:16,11/16/2013 8:06
26,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,3/23/2014 6:32,3/24/2014 2:29
26,M,Other,25 - 45,Low,Male,0,-1,4,0,0,3/14/2014 3:02,3/15/2014 7:47
45,F,Caucasian,Greater than 45,High,Male,9,-1,9,1,1,11/20/2014 7:34,1/14/2015 5:25
20,F,African-American,Less than 25,High,Male,0,-1,9,1,1,12/27/2014 4:57,12/28/2014 1:50
29,F,African-American,25 - 45,High,Male,4,-1,8,1,0,2/10/2013 6:11,5/1/2013 8:08
43,F,Caucasian,25 - 45,Medium,Male,1,-1,6,1,1,12/5/2014 10:59,2/12/2015 11:41
26,F,Caucasian,25 - 45,Medium,Male,2,-1,5,0,0,2/8/2013 10:04,2/9/2013 1:03
46,F,African-American,Greater than 45,Low,Female,4,-1,4,0,0,1/6/2014 7:12,1/7/2014 1:36
46,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,3/21/2014 9:47,3/22/2014 10:57
29,F,African-American,25 - 45,High,Male,12,-1,10,1,1,2/21/2014 9:47,2/27/2014 9:02
41,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,12/3/2013 12:26,12/3/2013 8:36
25,F,African-American,25 - 45,Medium,Female,5,-1,7,0,0,12/7/2013 11:35,12/8/2013 7:59
23,F,African-American,Less than 25,Medium,Male,2,-1,7,0,0,1/15/2013 4:57,2/2/2013 11:24
30,M,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,11/19/2013 7:21,11/19/2013 8:05
34,F,Caucasian,25 - 45,Medium,Male,1,-1,6,0,0,4/25/2013 10:30,4/28/2013 6:19
70,F,Caucasian,Greater than 45,Low,Male,11,-13,1,1,1,3/13/2014 4:24,3/26/2014 4:21
52,F,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,12/9/2013 6:05,12/11/2013 3:04
51,M,African-American,Greater than 45,Low,Male,4,-26,2,1,0,9/5/2013 9:34,9/13/2013 5:55
45,F,Native American,Greater than 45,High,Female,15,-1,10,1,1,10/15/2013 5:37,10/16/2013 6:42
55,F,African-American,Greater than 45,Medium,Male,21,0,6,1,1,3/20/2013 1:05,6/13/2013 2:27
49,F,Caucasian,Greater than 45,Low,Female,1,-1,1,0,0,9/9/2013 5:23,9/10/2013 9:54
47,F,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,4/28/2013 4:12,4/28/2013 7:53
27,M,African-American,25 - 45,Low,Male,0,0,2,0,0,8/3/2013 7:19,8/4/2013 7:57
25,M,Caucasian,25 - 45,Medium,Male,5,-3,7,1,1,3/22/2013 6:09,3/22/2013 8:23
21,F,African-American,Less than 25,High,Male,1,0,10,1,1,12/26/2014 1:10,2/23/2015 4:43
37,F,African-American,25 - 45,High,Male,26,-1,10,1,1,8/9/2013 6:53,8/11/2013 3:36
21,F,African-American,Less than 25,High,Male,1,-1,9,1,1,11/14/2014 2:55,1/2/2015 5:44
21,F,African-American,Less than 25,Medium,Male,0,-2,6,0,0,6/18/2013 4:27,6/19/2013 8:00
25,F,African-American,25 - 45,High,Male,4,0,10,1,1,4/22/2014 2:26,4/22/2014 8:40
27,F,African-American,25 - 45,Medium,Female,3,-1,5,1,1,11/8/2013 1:54,11/9/2013 1:55
30,F,Caucasian,25 - 45,Low,Male,3,-1,4,1,1,4/19/2013 2:21,5/1/2013 10:53
70,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,2/8/2014 11:37,2/9/2014 1:58
37,F,Caucasian,25 - 45,High,Male,11,-1,9,1,1,8/23/2013 11:47,8/24/2013 8:26
46,F,African-American,Greater than 45,Medium,Male,5,0,5,1,1,4/6/2013 2:32,4/8/2013 3:57
40,M,Other,25 - 45,Low,Male,4,-1,1,1,1,6/19/2014 1:14,6/21/2014 7:18
43,F,African-American,25 - 45,Low,Male,18,-1,4,1,1,10/29/2013 3:16,11/7/2013 8:56
38,F,African-American,25 - 45,Medium,Male,15,0,6,0,0,2/19/2013 1:33,4/15/2013 11:26
29,F,African-American,25 - 45,Low,Male,0,0,4,0,0,3/13/2013 2:31,3/13/2013 8:19
37,M,African-American,25 - 45,Low,Male,8,0,2,1,1,1/17/2013 2:29,1/18/2013 5:36
38,F,Hispanic,25 - 45,Low,Male,3,-21,4,0,0,9/19/2013 2:22,9/19/2013 8:08
27,F,Caucasian,25 - 45,Low,Female,0,-4,3,0,0,7/11/2013 11:54,7/12/2013 1:44
20,M,Other,Less than 25,Medium,Female,0,0,5,1,1,12/10/2013 12:24,12/21/2013 9:53
44,M,Hispanic,25 - 45,Low,Male,0,0,1,0,0,1/11/2013 2:52,1/11/2013 7:46
31,M,Caucasian,25 - 45,Medium,Male,6,-1,5,0,0,1/25/2013 3:14,1/26/2013 8:15
29,F,African-American,25 - 45,Low,Male,3,-1,2,1,1,1/11/2013 3:42,1/12/2013 4:42
30,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,10/1/2013 9:36,10/2/2013 8:15
25,F,Caucasian,25 - 45,Medium,Female,2,-25,5,1,1,11/25/2013 7:41,12/7/2013 2:00
40,F,African-American,25 - 45,Low,Male,3,-1,2,0,0,2/15/2013 5:22,2/16/2013 7:12
33,M,Caucasian,25 - 45,Low,Male,1,0,3,0,0,3/10/2013 1:25,3/11/2013 8:03
26,F,Caucasian,25 - 45,Medium,Male,5,-1,5,1,1,5/24/2014 5:48,5/25/2014 8:36
31,M,Hispanic,25 - 45,Low,Male,1,0,3,0,0,4/17/2013 1:33,4/18/2013 10:26
61,M,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1/12/2013 4:10,1/13/2013 1:00
30,F,Caucasian,25 - 45,Low,Male,2,-1,4,0,0,9/4/2013 8:06,9/5/2013 7:57
62,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,10/4/2013 3:37,10/6/2013 4:38
27,M,Caucasian,25 - 45,High,Female,4,8,8,1,1,8/27/2013 12:17,10/21/2013 4:30
48,F,Caucasian,Greater than 45,Medium,Male,9,-1,6,0,0,3/6/2013 4:52,3/7/2013 6:01
40,F,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,12/24/2013 1:22,12/25/2013 12:46
24,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,12/16/2013 4:56,12/19/2013 4:53
22,F,African-American,Less than 25,Low,Male,0,-1,4,1,1,6/19/2014 8:05,6/20/2014 8:29
30,M,African-American,25 - 45,High,Male,4,-1,8,1,1,11/5/2013 3:33,11/21/2013 3:07
63,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,2/12/2013 1:53,2/12/2013 8:00
33,F,African-American,25 - 45,High,Male,4,-1,10,0,0,1/2/2013 6:52,1/3/2013 9:21
43,M,Caucasian,25 - 45,Low,Male,0,-5,4,1,1,10/2/2013 5:54,10/3/2013 7:47
26,F,African-American,25 - 45,High,Male,3,0,10,1,1,1/12/2013 12:57,2/15/2013 9:19
51,F,African-American,Greater than 45,Low,Male,1,-17,1,0,0,8/19/2013 1:28,8/26/2013 7:15
39,F,Caucasian,25 - 45,Low,Male,3,-1,1,1,1,2/6/2013 7:58,2/7/2013 10:26
30,M,Hispanic,25 - 45,Low,Female,0,-1,3,1,1,2/24/2013 7:01,2/25/2013 7:16
32,F,African-American,25 - 45,High,Male,14,-1,8,1,1,11/4/2014 3:33,11/5/2014 10:29
22,M,African-American,Less than 25,Medium,Male,0,-2,6,0,0,12/14/2013 9:58,12/15/2013 1:35
59,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,2/21/2013 11:47,2/22/2013 1:28
38,M,African-American,25 - 45,Medium,Male,37,-1,7,1,1,3/31/2014 8:38,5/1/2014 5:20
23,F,African-American,Less than 25,Medium,Male,2,0,6,0,0,5/15/2013 12:48,1/8/2014 8:48
42,M,African-American,25 - 45,Low,Male,0,0,1,1,1,6/14/2014 2:55,6/15/2014 7:53
38,F,African-American,25 - 45,Medium,Male,2,0,7,1,1,4/1/2013 10:35,10/11/2013 5:44
34,F,Caucasian,25 - 45,Low,Female,2,-1,3,0,0,1/25/2013 6:05,1/26/2013 9:13
36,F,African-American,25 - 45,Low,Female,7,-1,3,1,1,5/31/2014 4:17,6/2/2014 5:11
36,M,African-American,25 - 45,Low,Male,0,-1,3,1,1,5/25/2013 6:18,5/26/2013 8:34
31,F,African-American,25 - 45,Low,Male,1,-14,1,0,0,10/22/2013 11:46,11/5/2013 11:20
28,F,African-American,25 - 45,Low,Female,3,-1,4,1,1,3/27/2014 12:02,4/1/2014 5:04
28,F,African-American,25 - 45,Low,Male,1,0,2,1,1,9/6/2013 4:34,9/6/2013 9:27
43,F,African-American,25 - 45,Low,Male,0,-1,4,0,0,3/28/2014 9:13,3/29/2014 10:09
40,F,African-American,25 - 45,Low,Male,1,-1,1,0,0,3/10/2014 9:24,3/12/2014 9:09
31,F,African-American,25 - 45,High,Male,15,-1,9,1,1,11/22/2014 1:30,11/24/2014 3:47
54,F,African-American,Greater than 45,Medium,Male,6,-1,7,1,1,9/3/2013 10:58,9/17/2013 9:13
24,F,African-American,Less than 25,High,Male,17,-1,9,1,1,4/15/2014 9:46,8/23/2014 10:50
41,F,Hispanic,25 - 45,Low,Male,0,-3,1,1,1,2/9/2014 5:01,2/10/2014 8:40
21,F,African-American,Less than 25,High,Male,1,-1,9,1,1,11/14/2013 4:18,7/14/2014 10:15
29,F,Hispanic,25 - 45,Low,Female,1,-1,2,1,1,7/4/2014 8:03,7/5/2014 8:54
22,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,8/21/2013 6:04,8/22/2013 4:45
52,F,Hispanic,Greater than 45,Medium,Male,9,-1,7,1,1,8/21/2013 10:07,9/24/2013 5:39
40,F,Other,25 - 45,Low,Female,0,-1,1,0,0,12/14/2013 5:59,12/15/2013 9:12
45,F,African-American,Greater than 45,Low,Female,1,-1,4,0,0,9/29/2013 1:24,10/5/2013 9:22
29,M,African-American,25 - 45,Low,Male,1,0,2,1,1,6/4/2014 4:26,6/4/2014 9:33
46,F,African-American,Greater than 45,Medium,Male,10,-1,5,1,1,7/8/2014 8:03,7/18/2014 2:00
21,F,Caucasian,Less than 25,High,Male,1,-1,8,0,0,9/4/2013 8:11,9/17/2013 4:53
35,F,Caucasian,25 - 45,Medium,Male,6,-10,5,1,1,10/29/2013 8:37,10/31/2013 2:30
52,M,African-American,Greater than 45,Low,Male,1,1,1,1,1,6/4/2013 11:14,8/14/2013 8:45
48,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,8/6/2013 3:46,8/6/2013 7:43
29,M,African-American,25 - 45,High,Female,9,-1,8,1,1,3/24/2013 5:22,10/24/2013 6:02
48,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,3/8/2013 5:10,3/9/2013 8:03
31,F,African-American,25 - 45,Medium,Male,10,-8,6,1,1,5/1/2013 10:12,5/9/2013 11:10
21,F,Caucasian,Less than 25,High,Male,3,-1,8,1,1,10/21/2014 1:03,2/25/2015 3:31
32,F,Other,25 - 45,Low,Male,0,0,1,1,1,10/4/2014 6:07,10/26/2014 12:23
47,M,African-American,Greater than 45,Medium,Male,0,-1,5,0,0,2/15/2014 5:33,2/18/2014 9:23
21,F,African-American,Less than 25,High,Male,3,-1,10,1,1,4/18/2013 4:32,4/19/2013 1:28
35,F,African-American,25 - 45,High,Male,13,-1,10,0,0,2/20/2013 4:28,2/21/2013 2:00
46,M,African-American,Greater than 45,Low,Male,3,-22,1,1,1,11/10/2013 12:30,12/1/2013 3:01
34,F,African-American,25 - 45,Low,Male,5,-1,4,1,1,2/6/2013 8:44,2/11/2013 12:05
52,F,African-American,Greater than 45,Low,Male,2,-5,1,0,0,6/26/2013 2:12,6/29/2013 4:23
21,M,Caucasian,Less than 25,High,Male,0,-1,8,1,1,1/9/2014 11:12,1/18/2014 12:46
53,M,Caucasian,Greater than 45,Low,Male,1,-2,1,0,0,2/8/2014 4:19,2/9/2014 7:31
19,F,Caucasian,Less than 25,Low,Female,0,-1,3,1,1,11/1/2014 2:38,11/2/2014 9:44
22,M,African-American,Less than 25,Medium,Male,0,-1,6,0,0,1/9/2014 5:27,1/12/2014 3:57
45,F,African-American,Greater than 45,Low,Male,1,-1,3,0,0,2/23/2013 11:52,2/26/2013 8:07
27,F,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,1/8/2014 4:06,1/9/2014 6:22
25,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,2/3/2013 11:41,2/4/2013 7:33
30,F,Caucasian,25 - 45,Low,Male,0,0,4,1,1,4/22/2014 12:06,4/22/2014 10:17
31,F,African-American,25 - 45,Medium,Male,2,0,5,1,1,4/12/2013 12:36,4/12/2013 8:37
28,F,Caucasian,25 - 45,Low,Male,3,-1,3,0,0,2/12/2014 7:14,2/13/2014 9:25
36,M,African-American,25 - 45,Low,Male,3,-1,2,1,1,10/29/2013 3:05,10/31/2013 12:47
27,F,African-American,25 - 45,Medium,Male,7,-1,5,1,1,1/10/2013 7:56,1/20/2013 9:09
42,F,African-American,25 - 45,Low,Male,1,0,2,0,0,5/6/2013 2:34,5/6/2013 7:48
35,F,Caucasian,25 - 45,Medium,Male,0,0,5,1,1,10/16/2013 3:11,11/26/2013 2:04
33,F,Caucasian,25 - 45,Low,Female,2,-29,2,0,0,3/17/2013 11:15,3/18/2013 1:35
24,F,Hispanic,Less than 25,High,Male,6,-1,10,1,1,1/29/2013 10:25,9/5/2013 6:32
25,F,African-American,25 - 45,High,Male,21,-14,10,1,1,5/2/2014 1:32,5/4/2014 8:50
42,M,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,3/15/2014 5:38,3/16/2014 7:22
21,F,African-American,Less than 25,Medium,Male,0,-1,6,1,1,1/18/2013 7:32,1/22/2013 5:57
28,M,African-American,25 - 45,Low,Female,0,0,2,0,0,1/14/2013 1:05,1/14/2013 6:50
27,F,African-American,25 - 45,High,Male,25,18,10,1,1,8/3/2014 9:08,9/13/2014 4:26
21,F,Caucasian,Less than 25,Medium,Female,0,-1,6,0,0,8/26/2013 8:11,8/29/2013 5:55
26,M,Caucasian,25 - 45,Medium,Male,0,0,6,1,1,4/20/2013 6:26,4/25/2013 9:31
36,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,2/23/2013 8:43,2/24/2013 6:58
49,F,Caucasian,Greater than 45,Medium,Male,0,-1,7,1,1,9/20/2013 5:30,9/22/2013 1:59
44,F,Caucasian,25 - 45,Low,Male,0,-1,2,1,1,11/22/2013 10:45,11/24/2013 3:02
28,M,Caucasian,25 - 45,Low,Male,1,-25,3,0,0,9/9/2013 2:13,10/3/2013 7:53
35,F,African-American,25 - 45,Medium,Female,12,-2,7,1,1,12/7/2013 5:52,12/8/2013 2:32
34,F,African-American,25 - 45,Low,Male,3,-1,1,0,0,8/1/2013 8:24,8/2/2013 1:23
45,F,African-American,Greater than 45,Low,Male,15,-1,3,1,1,8/12/2013 11:38,8/13/2013 8:12
28,F,African-American,25 - 45,Low,Male,9,-1,3,1,1,2/7/2013 1:24,2/23/2013 5:32
25,F,African-American,25 - 45,Low,Female,1,-1,3,0,0,2/24/2013 6:37,2/28/2013 8:18
21,M,African-American,Less than 25,High,Male,1,0,8,1,0,1/1/2013 10:37,1/2/2013 1:16
48,F,African-American,Greater than 45,Low,Male,1,-1,1,0,0,3/16/2014 8:38,3/17/2014 1:44
37,M,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,1/25/2013 10:39,1/26/2013 8:15
24,F,African-American,Less than 25,Medium,Male,3,-3,6,1,1,9/13/2013 8:41,9/14/2013 7:50
37,M,Caucasian,25 - 45,Low,Male,1,-1,1,1,1,2/1/2014 4:29,2/2/2014 8:38
39,F,Caucasian,25 - 45,Low,Male,1,-3,3,0,0,2/7/2014 1:11,2/7/2014 9:15
24,F,Caucasian,Less than 25,Medium,Male,1,-1,5,1,1,4/12/2013 10:37,5/4/2013 2:25
49,F,Other,Greater than 45,Low,Male,2,-1,1,0,0,9/26/2013 10:20,9/27/2013 1:35
23,F,African-American,Less than 25,Low,Male,1,-1,2,1,1,11/9/2014 7:43,11/10/2014 7:57
43,F,Caucasian,25 - 45,Medium,Male,5,-1,5,0,0,3/29/2013 11:13,3/30/2013 4:31
28,M,African-American,25 - 45,High,Male,6,-1,8,1,1,2/22/2013 2:12,2/23/2013 8:50
53,M,African-American,Greater than 45,Low,Male,1,-1,2,0,0,1/2/2013 10:49,1/3/2013 1:20
27,M,African-American,25 - 45,Low,Female,2,-14,4,1,1,6/24/2014 1:56,6/25/2014 2:14
39,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,10/9/2013 2:26,10/11/2013 10:06
47,F,African-American,Greater than 45,Medium,Male,22,-1,7,1,1,10/28/2013 7:25,10/29/2013 10:34
28,F,African-American,25 - 45,Low,Male,4,-1,2,1,1,9/25/2013 6:38,9/27/2013 9:54
36,F,Caucasian,25 - 45,Low,Male,2,-4,1,0,0,7/11/2013 11:11,7/12/2013 8:34
24,F,African-American,Less than 25,High,Female,1,-1,9,0,0,2/6/2013 10:07,2/10/2013 4:53
35,M,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,1/31/2014 3:23,2/1/2014 10:09
23,F,African-American,Less than 25,Medium,Male,3,0,7,0,0,3/10/2014 2:25,3/11/2014 2:54
